army_1;Army I (+);;;;;;;;;;;;x,,
army_2;Army II (+);;;;;;;;;;;;x,,
army_3;Army III (+);;;;;;;;;;;;x,,
army_4;Army IV (+);;;;;;;;;;;;x,,
army_5;Army V (+);;;;;;;;;;;;x,,
army_6;Army VI (+);;;;;;;;;;;;x,,
navy_1;Navy I (+);;;;;;;;;;;;x,,
navy_2;Navy II (+);;;;;;;;;;;;x,,
navy_3;Navy III (+);;;;;;;;;;;;x,,
navy_4;Navy IV (+);;;;;;;;;;;;x,,
navy_5;Navy V (+);;;;;;;;;;;;x,,
navy_6;Navy VI (+);;;;;;;;;;;;x,,
commerce_1;Commerce I (+);;;;;;;;;;;;x,,
commerce_2;Commerce II (+);;;;;;;;;;;;x,,
commerce_3;Commerce III (+);;;;;;;;;;;;x,,
commerce_4;Commerce IV (+);;;;;;;;;;;;x,,
commerce_5;Commerce V (+);;;;;;;;;;;;x,,
commerce_6;Commerce VI (+);;;;;;;;;;;;x,,
culture_1;Culture I (+);;;;;;;;;;;;x,,
culture_2;Culture II (+);;;;;;;;;;;;x,,
culture_3;Culture III (+);;;;;;;;;;;;x,,
culture_4;Culture IV (+);;;;;;;;;;;;x,,
culture_5;Culture V (+);;;;;;;;;;;;x,,
culture_6;Culture VI (+);;;;;;;;;;;;x,,
industry_1;Industry I (+);;;;;;;;;;;;x,,
industry_2;Industry II (+);;;;;;;;;;;;x,,
industry_3;Industry III (+);;;;;;;;;;;;x,,
industry_4;Industry IV (+);;;;;;;;;;;;x,,
industry_5;Industry V (+);;;;;;;;;;;;x,,
industry_6;Industry VI (+);;;;;;;;;;;;x,,
army_1_desc; ''I am not afraid of an army of lions led by a sheep, I am afraid of an army of sheep led by a lion.'' \n -Alexander the Great;;;;;;;;;;;;x,,
army_2_desc; ''No plan survives contact with the enemy'' \n -Helmuth von Moltke;;;;;;;;;;;;x,,
army_3_desc; ''I have been up to see the Congress and they do not seem to be able to do anything except to eat peanuts and chew tobacco, while my army is starving.'' \n -Robert E. Lee;;;;;;;;;;;;x,,
army_4_desc; ''Not by speeches and votes of the majority, are the great questions of the time decided - that was the error of 1848 and 1849 - but by iron and blood.'' \n -Otto von Bismarck;;;;;;;;;;;;x,,
army_5_desc; ''This is the end and the beginning of an age. This is something far greater than the French Revolution or the Reformation and we live in it.'' \n -H.G. Wells;;;;;;;;;;;;x,,
army_6_desc; ''The lights are going out all over Europe: we shall not see them lit again in our lifetime.'' \n -Edward Grey;;;;;;;;;;;;x,,
navy_1_desc; ''I have not yet begun to fight!'' \n -John Paul Jones;;;;;;;;;;;;x,,
navy_2_desc; ''You would make a ship sail against the winds and currents by lighting a bonfire under her deck? Excuse me, I have no time to listen to such nonsense.'' \n -Napoleon Bonaparte;;;;;;;;;;;;x,,
navy_3_desc; ''Although the two ironclads had fought to a draw, the encounter rang the death-knell of wooden ships as fighting vessels.'' \n -Samuel Greene;;;;;;;;;;;;x,,
navy_4_desc; ''When I lost my rifle, the Army charged me 85 dollars. That is why in the Navy the Captain goes down with the ship.'' \n -Dick Gregory;;;;;;;;;;;;x,,
navy_5_desc; ''There seems to be something wrong with our bloody ships today.'' \n -David Beatty;;;;;;;;;;;;x,,
navy_6_desc; ''The reason we call ships ''she'' is that it costs so much to keep one in paint and powder.'' \n -Chester W. Nimitz;;;;;;;;;;;;x,,
